module,priority,title,kind,method,route,source,usedBy
outcomes,extended,Add Other Activity,command,POST,/copo/add-other-activity,/admin/copo/addOtherActivity,/copo/plan
outcomes,extended,Add Skill Set,command,POST,/copo/add-skill-set,/admin/copo/addSkillSet,/copo/plan
outcomes,extended,Approveandnext,command,POST,/copo/approveandnext,/admin/copo/approveandnext,/copo/tlp-approve-list
outcomes,extended,Approveplan,command,POST,/copo/approveplan,/admin/copo/approveplan,/copo/tlp-approve-list
outcomes,extended,Complete And Send,query,POST,/copo/complete-and-send,/admin/copo/completeAndSend,/copo/plan /copo/tlp-approve-list
outcomes,extended,Delete Element,command,DELETE,/copo/delete-element,/admin/copo/deleteElement,/copo/plan
outcomes,extended,Forword Message,query,POST,/copo/forword-message,/admin/copo/forwordMessage,/copo/plan
outcomes,extended,Get Book,query,GET,/copo/get-book,/admin/copo/getBook,/copo/plan
outcomes,extended,Get Course Info,query,GET,/copo/get-course-info,/admin/copo/getCourseInfo,/copo/plan
outcomes,extended,Get Course Objective,query,GET,/copo/get-course-objective,/admin/copo/getCourseObjective,/copo/plan
outcomes,extended,Get Course Outcomes,query,GET,/copo/get-course-outcomes,/admin/copo/getCourseOutcomes,/copo/course-outcomes
outcomes,extended,Get Gaps Identified,query,GET,/copo/get-gaps-identified,/admin/copo/getGapsIdentified,/copo/plan
outcomes,extended,Get Industrial Sector,query,GET,/copo/get-industrial-sector,/admin/copo/getIndustrialSector,/copo/plan
outcomes,extended,Get Innovative Pedagogy Adopted,query,GET,/copo/get-innovative-pedagogy-adopted,/admin/copo/getInnovativePedagogyAdopted,/copo/plan
outcomes,extended,Get Job Profile,query,GET,/copo/get-job-profile,/admin/copo/getJobProfile,/copo/plan
outcomes,extended,Get Lesson Course Outcomes,query,GET,/copo/get-lesson-course-outcomes,/admin/copo/getLessonCourseOutcomes,/copo/lesson
outcomes,extended,Get Lesson Details,query,GET,/copo/get-lesson-details,/admin/copo/getLessonDetails,/copo/lesson
outcomes,extended,Get Other Activity,query,GET,/copo/get-other-activity,/admin/copo/getOtherActivity,/copo/plan
outcomes,extended,Get Program Outcomes,query,GET,/copo/get-program-outcomes,/admin/copo/getProgramOutcomes,/copo/program-outcomes
outcomes,extended,Get Skill Set,query,GET,/copo/get-skill-set,/admin/copo/getSkillSet,/copo/plan
outcomes,extended,Get Tab Info,query,GET,/copo/get-tab-info,/admin/copo/getTabInfo,/copo/plan
outcomes,extended,Getsubject By Examgroup,query,GET,/copo/getsubject-by-examgroup,/admin/copo/getsubjectByExamgroup,/outcome-basis-education
outcomes,extended,Load Lesson Content,query,POST,/copo/load-lesson-content,/admin/copo/loadLessonContent,/copo/lesson
outcomes,extended,Print Indirect Program Outcomes,query,GET,/copo/print-indirect-program-outcomes,/admin/copo/print_indirect_program_outcomes,/copo/indirect-po-mapping
outcomes,extended,Print Program Outcomes,query,GET,/copo/print-program-outcomes,/admin/copo/print_program_outcomes,/copo/co-po-mapping
outcomes,extended,Print Subject Plan,query,GET,/copo/print-subject-plan,/admin/copo/printSubjectPlan,/copo/plan /copo/tlp-approve-list
outcomes,extended,Rejectplan,command,POST,/copo/rejectplan,/admin/copo/rejectplan,/copo/tlp-approve-list
outcomes,extended,Save CO PO Mappings,command,POST,/copo/save-co-po-mappings,/admin/copo/saveCoPoMappings,/copo/co-po-mapping
outcomes,extended,Save Indirect PO Mappings,command,POST,/copo/save-indirect-po-mappings,/admin/copo/save_indirect_po_mappings,/copo/indirect-po-mapping
outcomes,extended,Track Approval Log,query,POST,/copo/track-approval-log,/admin/copo/trackApprovalLog,/copo/plan /copo/tlp-approve-list
outcomes,extended,Update Course Outcomes,command,POST,/copo/update-course-outcomes,/admin/copo/updateCourseOutcomes,/copo/course-outcomes
outcomes,extended,Update Lesson,command,POST,/copo/update-lesson,/admin/copo/updateLesson,/copo/lesson
outcomes,extended,Update Program Outcomes,command,POST,/copo/update-program-outcomes,/admin/copo/updateProgramOutcomes,/copo/program-outcomes
outcomes,extended,Assessment Tool CO Pdf,query,GET,/outcome-basis-education/assessment-tool-co-pdf,/outcome_basis_education/assessment_tool_co_pdf,/examgroup/exam-form /examgroup/revaluation-form /outcome-basis-education
outcomes,extended,Save CO Assessment Attainment,command,POST,/outcome-basis-education/save-co-assessment-attainment,/outcome_basis_education/save_co_assessment_attainment,/outcome-basis-education
assignments,extended,Add Evaluation,command,POST,/homework/add-evaluation,/homework/add_evaluation,/homework
assignments,extended,Closehomeworklist,query,GET,/homework/closehomeworklist,/homework/closehomeworklist,/homework
assignments,extended,Deletehomework,command,DELETE,/homework/deletehomework,/homework/deletehomework,/homework
assignments,extended,Dtevaluationlist,query,GET,/homework/dtevaluationlist,/homework/dtevaluationlist,/homework
assignments,extended,Dthomeworklist,query,GET,/homework/dthomeworklist,/homework/dthomeworklist,/homework
assignments,extended,Edit,command,POST,/homework/edit,/homework/edit,/homework
assignments,extended,Evaluation,query,POST,/homework/evaluation,/homework/evaluation,/homework
assignments,extended,Getedit Record,query,GET,/homework/getedit-record,/homework/geteditRecord,/homework
assignments,extended,Getuploadcriteriadata,command,POST,/homework/getuploadcriteriadata,/homework/getuploadcriteriadata,/homework
assignments,extended,Homework Docs,query,POST,/homework/homework-docs,/homework/homework_docs,/homework
assignments,extended,Searchvalidation,query,GET,/homework/searchvalidation,/homework/searchvalidation,/homework
library,extended,Getbooklist,query,GET,/book/getbooklist,/admin/book/getbooklist,/book/getall
library,extended,Add,command,POST,/member/add,/admin/member/add,/member/student
library,extended,Addteacher,command,POST,/member/addteacher,/admin/member/addteacher,/member/teacher
library,extended,Surrender,query,POST,/member/surrender,/admin/member/surrender,/member/student /member/teacher
hostel,extended,Create,command,POST,/hostel/create,/admin/hostel/create,/hostel
hostel,extended,Fetchgatepass Request,query,GET,/hostel/fetchgatepass-request,/admin/hostel/fetchgatepass_request,/hostel/gatepass-list /hostel/scan-qrcode
hostel,extended,Fetchgatepassticket Details,query,GET,/hostel/fetchgatepassticket-details,/admin/hostel/fetchgatepassticket_details,/hostel/scan-qrcode
hostel,extended,Get All Student List,query,GET,/hostel/get-all-student-list,/admin/hostel/getAllStudentList,/hostel/assign-room /hostel/change-room
hostel,extended,Get Allocated Student,query,GET,/hostel/get-allocated-student,/admin/hostel/get_allocated_student,/hostel/assign-room /hostel/change-room
hostel,extended,Get Room Charges,query,GET,/hostel/get-room-charges,/admin/hostel/get_room_charges,/hostel/assign-room /hostel/change-room
hostel,extended,Get Room Student List,query,GET,/hostel/get-room-student-list,/admin/hostel/getRoom_student_list,/hostel/assign-room /hostel/change-room
hostel,extended,Get Rooms Bed,query,GET,/hostel/get-rooms-bed,/admin/hostel/get_rooms_bed,/hostel/assign-room /hostel/change-room
hostel,extended,Get Student List,query,GET,/hostel/get-student-list,/admin/hostel/getStudentList,/hostel/assign-room /hostel/change-room
hostel,extended,Hostel Rooms,query,POST,/hostel/hostel-rooms,/admin/hostel/hostel_rooms,/hostel/assign-room /hostel/change-room
hostel,extended,Hostel Rooms For Change,query,POST,/hostel/hostel-rooms-for-change,/admin/hostel/hostel_rooms_for_change,/hostel/change-room
hostel,extended,Insert Assign Room,command,POST,/hostel/insert-assign-room,/admin/hostel/insert_assign_room,/hostel/assign-room
hostel,extended,Insert Change Room,command,POST,/hostel/insert-change-room,/admin/hostel/insert_change_room,/hostel/change-room
hostel,extended,Update Gatepass,command,POST,/hostel/update-gatepass,/admin/hostel/update_gatepass,/hostel/gatepass-list /hostel/scan-qrcode
hostel,extended,Update Gatepass Status,command,POST,/hostel/update-gatepass-status,/admin/hostel/update_gatepass_status,/hostel/scan-qrcode
hostel,extended,Vaaccant Room,query,POST,/hostel/vaaccant-room,/admin/hostel/vaaccant_room,/hostel/assign-room
hostel,extended,Vacancy Status,query,POST,/hostel/vacancy-status,/admin/hostel/vacancy_status,/hostel/vacancy-status
hostel,extended,Create,command,POST,/hostelroom/create,/admin/hostelroom/create,/hostelroom
hostel,extended,Dthostellist,query,GET,/hostelroom/dthostellist,/admin/hostelroom/dthostellist,/hostelroom/studenthosteldetails
hostel,extended,Get Room,query,GET,/hostelroom/get-room,/admin/hostelroom/getRoom,/student/create
hostel,extended,Searchvalidation,query,GET,/hostelroom/searchvalidation,/admin/hostelroom/searchvalidation,/hostelroom/studenthosteldetails
hostel,extended,Create,command,POST,/roomtype/create,/admin/roomtype/create,/roomtype
transport,extended,Add Point,command,POST,/pickuppoint/add-point,/admin/pickuppoint/add_point,/pickuppoint
transport,extended,Add Student Fees,command,POST,/pickuppoint/add-student-fees,/admin/pickuppoint/add_student_fees,/pickuppoint/student-fees
transport,extended,Addmore Point,command,POST,/pickuppoint/addmore-point,/admin/pickuppoint/addmore_point,/pickuppoint/assign
transport,extended,Create,command,POST,/pickuppoint/create,/admin/pickuppoint/create,/pickuppoint/assign
transport,extended,Get Assigndetails,command,POST,/pickuppoint/get-assigndetails,/admin/pickuppoint/get_assigndetails,/pickuppoint/assign
transport,extended,Get Pickupdropdownlist,query,GET,/pickuppoint/get-pickupdropdownlist,/admin/pickuppoint/get_pickupdropdownlist,/pickuppoint/assign /student/create
transport,extended,Get Pointdata,query,GET,/pickuppoint/get-pointdata,/admin/pickuppoint/get_pointdata,/pickuppoint
transport,extended,Getpickpointlist,query,GET,/pickuppoint/getpickpointlist,/admin/pickuppoint/getpickpointlist,/pickuppoint
transport,extended,Getpickuppointsbyroute,query,GET,/pickuppoint/getpickuppointsbyroute,/admin/pickuppoint/getpickuppointsbyroute,/route/studenttransportdetails
transport,extended,Pointmap,query,POST,/pickuppoint/pointmap,/admin/pickuppoint/pointmap,/pickuppoint
transport,extended,Reorder,query,POST,/pickuppoint/reorder,/admin/pickuppoint/reorder,/pickuppoint/assign
transport,extended,Reorder Pointid,query,POST,/pickuppoint/reorder-pointid,/admin/pickuppoint/reorder_pointid,/pickuppoint/assign
transport,extended,Student Transport Months,query,POST,/pickuppoint/student-transport-months,/admin/pickuppoint/student_transport_months,/pickuppoint/student-fees
transport,extended,Create,command,POST,/route/create,/admin/route/create,/route
transport,extended,Add,command,POST,/vehicle/add,/admin/vehicle/add,/vehicle
transport,extended,Edit,command,POST,/vehicle/edit,/admin/vehicle/edit,/vehicle
transport,extended,Getsinglevehicledata,query,GET,/vehicle/getsinglevehicledata,/admin/vehicle/getsinglevehicledata,/vehicle
transport,extended,Vehicledetails,query,POST,/vehicle/vehicledetails,/admin/vehicle/vehicledetails,/vehicle
inventory,extended,Getitemlist,query,GET,/issueitem/getitemlist,/admin/issueitem/getitemlist,/issueitem
inventory,extended,Return Item,query,POST,/issueitem/return-item,/admin/issueitem/returnItem,/issueitem
inventory,extended,Create,command,POST,/itemcategory/create,/admin/itemcategory/create,/itemcategory
inventory,extended,Get Item By Category,query,GET,/itemstock/get-item-by-category,/admin/itemstock/getItemByCategory,/itemstock
inventory,extended,Get Itemunit,query,GET,/itemstock/get-itemunit,/admin/itemstock/getItemunit,/itemstock
inventory,extended,Create,command,POST,/itemstore/create,/admin/itemstore/create,/itemstore
inventory,extended,Create,command,POST,/itemsupplier/create,/admin/itemsupplier/create,/itemsupplier
inventory,extended,Create Requisitiontopic,command,POST,/requisitions/create-requisitiontopic,/admin/requisitions/createRequisitiontopic,/requisitions
inventory,extended,Delete Req Doc,command,DELETE,/requisitions/delete-req-doc,/admin/requisitions/delete_req_doc,/requisitions
inventory,extended,Fetchrequisition Request Receipt,query,GET,/requisitions/fetchrequisition-request-receipt,/admin/requisitions/fetchrequisition_request_receipt,/requisitions/load-requisition-list
inventory,extended,Get Requisition Request View,query,GET,/requisitions/get-requisition-request-view,/admin/requisitions/get_requisition_request_view,/requisitions/load-requisition-list
inventory,extended,Load Requisition List,query,GET,/requisitions/load-requisition-list,/admin/requisitions/load_requisition_list,/requisitions/load-requisition-list
inventory,extended,Up Requisition Request,query,POST,/requisitions/up-requisition-request,/admin/requisitions/up_requisition_request,/requisitions/load-requisition-list
communicate,extended,Adduser,command,POST,/chat/adduser,/admin/chat/adduser,/chat
communicate,extended,Chat Update,command,POST,/chat/chat-update,/admin/chat/chatUpdate,/chat
communicate,extended,Get Chat Record,query,POST,/chat/get-chat-record,/admin/chat/getChatRecord,/chat
communicate,extended,Mychatnotification,query,POST,/chat/mychatnotification,/admin/chat/mychatnotification,/chat
communicate,extended,Mynewuser,query,POST,/chat/mynewuser,/admin/chat/mynewuser,/chat
communicate,extended,Myuser,query,POST,/chat/myuser,/admin/chat/myuser,/chat
communicate,extended,New Message,query,POST,/chat/new-message,/admin/chat/newMessage,/chat
communicate,extended,Searchuser,query,POST,/chat/searchuser,/admin/chat/searchuser,/chat
communicate,extended,Test Mail,query,POST,/emailconfig/test-mail,/emailconfig/test_mail,/emailconfig /smsconfig
communicate,extended,Add Email Template,command,POST,/mailsms/add-email-template,/admin/mailsms/add_email_template,/mailsms/email-template
communicate,extended,Add SMS Template,command,POST,/mailsms/add-sms-template,/admin/mailsms/add_sms_template,/mailsms/sms-template
communicate,extended,Delete Schedule,command,DELETE,/mailsms/delete-schedule,/admin/mailsms/delete_schedule,/mailsms/schedule
communicate,extended,Edit Email Template,command,POST,/mailsms/edit-email-template,/admin/mailsms/edit_email_template,/mailsms/email-template
communicate,extended,Edit SMS Template,command,POST,/mailsms/edit-sms-template,/admin/mailsms/edit_sms_template,/mailsms/sms-template
communicate,extended,Get Birthday Preview,query,GET,/mailsms/get-birthday-preview,/admin/mailsms/get_birthday_preview,/mailsms/compose
communicate,extended,Get Class Preview,query,GET,/mailsms/get-class-preview,/admin/mailsms/get_class_preview,/mailsms/compose
communicate,extended,Get Individual Preview,query,GET,/mailsms/get-individual-preview,/admin/mailsms/get_individual_preview,/mailsms/compose
communicate,extended,Get Preview,query,GET,/mailsms/get-preview,/admin/mailsms/get_preview,/mailsms/compose /mailsms/email-template
communicate,extended,Search,query,GET,/mailsms/search,/admin/mailsms/search,/content/upload /mailsms/compose /mailsms/compose-sms
communicate,extended,Send Birthday,query,POST,/mailsms/send-birthday,/admin/mailsms/send_birthday,/mailsms/compose
communicate,extended,Send Birthday SMS,query,POST,/mailsms/send-birthday-sms,/admin/mailsms/send_birthday_sms,/mailsms/compose-sms
communicate,extended,Send Class,query,POST,/mailsms/send-class,/admin/mailsms/send_class,/mailsms/compose
communicate,extended,Send Class SMS,query,POST,/mailsms/send-class-sms,/admin/mailsms/send_class_sms,/mailsms/compose-sms
communicate,extended,Send Group,query,POST,/mailsms/send-group,/admin/mailsms/send_group,/mailsms/compose
communicate,extended,Send Group SMS,query,POST,/mailsms/send-group-sms,/admin/mailsms/send_group_sms,/mailsms/compose-sms
communicate,extended,Send Individual,query,POST,/mailsms/send-individual,/admin/mailsms/send_individual,/mailsms/compose
communicate,extended,Send Individual SMS,query,POST,/mailsms/send-individual-sms,/admin/mailsms/send_individual_sms,/mailsms/compose-sms
communicate,extended,Smstemplatedata,query,POST,/mailsms/smstemplatedata,/admin/mailsms/smstemplatedata,/mailsms/compose-sms
communicate,extended,Templatedata,query,POST,/mailsms/templatedata,/admin/mailsms/templatedata,/mailsms/compose
communicate,extended,Test SMS,query,POST,/mailsms/test-sms,/admin/mailsms/test_sms,/smsconfig
communicate,extended,Update Email Template,command,POST,/mailsms/update-email-template,/admin/mailsms/update_email_template,/mailsms/email-template
communicate,extended,Update SMS Template,command,POST,/mailsms/update-sms-template,/admin/mailsms/update_sms_template,/mailsms/sms-template
communicate,extended,Gettemplate,query,GET,/notification/gettemplate,/admin/notification/gettemplate,/notification/setting
communicate,extended,Read,query,POST,/notification/read,/admin/notification/read,/admin/dashboard
communicate,extended,Savetemplate,command,POST,/notification/savetemplate,/admin/notification/savetemplate,/notification/setting
communicate,extended,Mponline,query,POST,/smsconfig/mponline,/smsconfig/mponline,/smsconfig
communicate,extended,Twilio,query,POST,/smsconfig/twilio,/smsconfig/twilio,/atkt-form/admissionsetting /liberal-art/admissionsetting /onlineadmission/admissionsetting
front-office,extended,Details,query,GET,/complaint/details,/admin/complaint/details,/complaint
front-office,extended,Edit,command,POST,/complaint/edit,/admin/complaint/edit,/complaint
front-office,extended,Details,query,GET,/dispatch/details,/admin/dispatch/details,/dispatch /receive
front-office,extended,Add,command,POST,/enquiry/add,/admin/enquiry/add,/enquiry
front-office,extended,Check Number,query,POST,/enquiry/check-number,/admin/enquiry/check_number,/enquiry
front-office,extended,Delete,command,DELETE,/enquiry/delete,/admin/enquiry/delete,/enquiry
front-office,extended,Details,query,GET,/enquiry/details,/admin/enquiry/details,/enquiry
front-office,extended,Editpost,command,POST,/enquiry/editpost,/admin/enquiry/editpost,/enquiry
front-office,extended,Follow Up,query,POST,/enquiry/follow-up,/admin/enquiry/follow_up,/enquiry
front-office,extended,Follow Up List,query,GET,/enquiry/follow-up-list,/admin/enquiry/follow_up_list,/enquiry
front-office,extended,Details,query,GET,/generalcall/details,/admin/generalcall/details,/generalcall
front-office,extended,Getcalllist,query,GET,/generalcall/getcalllist,/admin/generalcall/getcalllist,/generalcall
front-office,extended,Acknowledge By Staff,query,POST,/inward/acknowledge-by-staff,/admin/inward/acknowledge_by_staff,/inward/inward-list /outward/outward-list
front-office,extended,Add Inward,command,POST,/inward/add-inward,/admin/inward/add_inward,/inward/inward-list /outward/outward-list
front-office,extended,Ajax Approve,command,POST,/inward/ajax-approve,/admin/inward/ajax_approve,/inward/inward-list
front-office,extended,Delete Inward,command,DELETE,/inward/delete-inward,/admin/inward/delete_inward,/inward/inward-list
front-office,extended,Delete Member,command,DELETE,/inward/delete-member,/admin/inward/delete_member,/inward/inward-list
front-office,extended,Edit Inward,command,POST,/inward/edit-inward,/admin/inward/edit_inward,/inward/inward-list
front-office,extended,Edit Inward Modal,command,POST,/inward/edit-inward-modal,/admin/inward/edit_inward_modal,/inward/inward-list
front-office,extended,Fetch Dept Staff,query,GET,/inward/fetch-dept-staff,/admin/inward/fetch_dept_staff,/inward/inward-list /outward/outward-list
front-office,extended,Fetch Role Staff,query,GET,/inward/fetch-role-staff,/admin/inward/fetch_role_staff,/course-master /inward/inward-list /liberal-art/liberal-art-report /liberal-art/liberal-art-student /outward/outward-list
front-office,extended,Inward Approve Reject,command,POST,/inward/inward-approve-reject,/admin/inward/inward_approve_reject,/inward/inward-list
front-office,extended,Principal Approve Reject,command,POST,/inward/principal-approve-reject,/admin/inward/principal_approve_reject,/inward/inward-list
front-office,extended,Principal Inward Approve,command,POST,/inward/principal-inward-approve,/admin/inward/principal_inward_approve,/inward/inward-list
front-office,extended,Principal Inward Reject,command,POST,/inward/principal-inward-reject,/admin/inward/principal_inward_reject,/inward/inward-list
front-office,extended,Send Approval,query,POST,/inward/send-approval,/admin/inward/send_approval,/inward/inward-list
front-office,extended,Send Approval To Staff By Registrar,query,POST,/inward/send-approval-to-staff-by-registrar,/admin/inward/send_approval_to_staff_by_registrar,/inward/inward-list
front-office,extended,Staff Action,query,POST,/inward/staff-action,/admin/inward/staff_action,/inward/inward-list
front-office,extended,Staff Approval,query,POST,/inward/staff-approval,/admin/inward/staff_approval,/inward/inward-list
front-office,extended,Track Inward,query,POST,/inward/track-inward,/admin/inward/track_inward,/inward/inward-list
front-office,extended,View Inward Details,query,GET,/inward/view-inward-details,/admin/inward/view_inward_details,/inward/inward-list
front-office,extended,View Staff Acknowledge,query,GET,/inward/view-staff-acknowledge,/admin/inward/view_staff_acknowledge,/inward/inward-list
front-office,extended,Add Inward Outward,command,POST,/outward/add-inward-outward,/admin/outward/add_inward_outward,/outward/outward-list
front-office,extended,Add Inwardoutward,command,POST,/outward/add-inwardoutward,/admin/outward/add_inwardoutward,/outward/outward-list
front-office,extended,Add Outward,command,POST,/outward/add-outward,/admin/outward/add_outward,/outward/outward-list
front-office,extended,Add Outward Document,command,POST,/outward/add-outward-document,/admin/outward/add_outward_document,/outward/outward-list
front-office,extended,Delete Member,command,DELETE,/outward/delete-member,/admin/outward/delete_member,/outward/outward-list
front-office,extended,Delete Outward,command,DELETE,/outward/delete-outward,/admin/outward/delete_outward,/outward/outward-list
front-office,extended,Edit Inward Outward,command,POST,/outward/edit-inward-outward,/admin/outward/edit_inward_outward,/outward/outward-list
front-office,extended,Edit Outward,command,POST,/outward/edit-outward,/admin/outward/edit_outward,/outward/outward-list
front-office,extended,Edit Outward Modal,command,POST,/outward/edit-outward-modal,/admin/outward/edit_outward_modal,/outward/outward-list
front-office,extended,Fetch Dept Staff,query,GET,/outward/fetch-dept-staff,/admin/outward/fetch_dept_staff,/outward/outward-list
front-office,extended,Print Inoutwarddetail,query,GET,/outward/print-inoutwarddetail,/admin/outward/print_inoutwarddetail,/outward/outward-list
front-office,extended,Print Outwarddetail,query,GET,/outward/print-outwarddetail,/admin/outward/print_outwarddetail,/outward/outward-list
front-office,extended,Upload Document,command,POST,/outward/upload-document,/admin/outward/upload_document,/outward/outward-list
front-office,extended,View Inoutwarddetail,query,GET,/outward/view-inoutwarddetail,/admin/outward/view_inoutwarddetail,/outward/outward-list
front-office,extended,View Outwarddetail,query,GET,/outward/view-outwarddetail,/admin/outward/view_outwarddetail,/outward/outward-list
front-office,extended,Add,command,POST,/visitors/add,/admin/visitors/add,/visitors
front-office,extended,Delete,command,DELETE,/visitors/delete,/admin/visitors/delete,/visitors
front-office,extended,Details,query,GET,/visitors/details,/admin/visitors/details,/canteen/create-coupon /visitors
front-office,extended,Edit,command,POST,/visitors/edit,/admin/visitors/edit,/visitors
front-office,extended,Editvisitor,command,POST,/visitors/editvisitor,/admin/visitors/editvisitor,/visitors
front-office,extended,Get Principal,query,GET,/visitors/get-principal,/admin/visitors/getPrincipal,/visitors
front-office,extended,Getstudent,query,GET,/visitors/getstudent,/admin/visitors/getstudent,/visitors
certificates,extended,Search,query,GET,/certificate-report/search,/admin/Certificate_report/search,/certificate-report
certificates,extended,Create,command,POST,/certificate/create,/admin/certificate/create,/certificate
certificates,extended,Create Custom Fields For Certificate,command,POST,/certificate/create-custom-fields-for-certificate,/admin/certificate/createCustomFieldsForCertificate,/certificate
certificates,extended,View,query,GET,/certificate/view,/admin/certificate/view,/certificate
certificates,extended,Generatemultiple,query,POST,/generatecertificate/generatemultiple,/admin/generatecertificate/generatemultiple,/certificate-report /generatecertificate
certificates,extended,Get Certificate Custom Fields,query,GET,/generatecertificate/get-certificate-custom-fields,/admin/generatecertificate/getCertificateCustomFields,/generatecertificate
certificates,extended,Search,query,GET,/generatecertificate/search,/admin/generatecertificate/search,/generatecertificate
certificates,extended,Downloadstdimagesfolderzip,query,GET,/generateidcard/downloadstdimagesfolderzip,/admin/generateidcard/downloadstdimagesfolderzip,/generateidcard/search
certificates,extended,Generatemultiple,query,POST,/generateidcard/generatemultiple,/admin/generateidcard/generatemultiple,/generateidcard/search
certificates,extended,Search,query,GET,/generateidcard/search,/admin/generateidcard/search,/generateidcard/search
certificates,extended,View,query,GET,/studentidcard/view,/admin/studentidcard/view,/studentidcard
downloads,extended,Ajaxupdate,command,POST,/content/ajaxupdate,/admin/content/ajaxupdate,/content/upload
downloads,extended,Ajaxupload,command,POST,/content/ajaxupload,/admin/content/ajaxupload,/content/upload
downloads,extended,Delete,command,DELETE,/content/delete,/admin/content/delete,/content/upload
downloads,extended,Delete Array,command,DELETE,/content/delete-array,/admin/content/delete_array,/content/upload
downloads,extended,Download Content,query,GET,/content/download-content,/admin/content/download_content,/content/upload
downloads,extended,Generate Url,command,POST,/content/generate-url,/admin/content/generate_url,/content/upload
downloads,extended,Getsharedcontents,query,GET,/content/getsharedcontents,/admin/content/getsharedcontents,/content/list
downloads,extended,Getsharelist,query,GET,/content/getsharelist,/admin/content/getsharelist,/content/list
downloads,extended,Getuploaddata,command,POST,/content/getuploaddata,/admin/content/getuploaddata,/content/upload
downloads,extended,Share,query,POST,/content/share,/admin/content/share,/content/upload
downloads,extended,Getcontenttypelist,query,GET,/contenttype/getcontenttypelist,/admin/contenttype/getcontenttypelist,/contenttype
downloads,extended,Add,command,POST,/video-tutorial/add,/admin/video_tutorial/add,/video-tutorial
downloads,extended,Delete,command,DELETE,/video-tutorial/delete,/admin/video_tutorial/delete,/video-tutorial
downloads,extended,Edit,command,POST,/video-tutorial/edit,/admin/video_tutorial/edit,/video-tutorial
downloads,extended,Get,query,GET,/video-tutorial/get,/admin/video_tutorial/get,/video-tutorial
downloads,extended,Get Page,query,GET,/video-tutorial/get-page,/admin/video_tutorial/getPage,/video-tutorial
downloads,extended,Getsection,query,GET,/video-tutorial/getsection,/admin/video_tutorial/getsection,/video-tutorial
downloads,extended,Searchvalidation,query,GET,/video-tutorial/searchvalidation,/admin/video_tutorial/searchvalidation,/video-tutorial
lms,optional,Coursedetail,query,POST,/onlinecourse/course/coursedetail,/onlinecourse/course/coursedetail,/onlinecourse/course
lms,optional,Coursepreview,query,GET,/onlinecourse/course/coursepreview,/onlinecourse/course/coursepreview,/onlinecourse/course
lms,optional,Create,command,POST,/onlinecourse/course/create,/onlinecourse/course/create,/onlinecourse/course
lms,optional,Getcourselist,query,GET,/onlinecourse/course/getcourselist,/onlinecourse/course/getcourselist,/onlinecourse/course
lms,optional,Publish Unpublish,query,POST,/onlinecourse/course/publish-unpublish,/onlinecourse/course/publish_unpublish,/onlinecourse/course
lms,optional,Savesetting,command,POST,/onlinecourse/course/savesetting,/onlinecourse/course/savesetting,/onlinecourse/course/setting
lms,optional,Updatecourse,command,POST,/onlinecourse/course/updatecourse,/onlinecourse/course/updatecourse,/onlinecourse/course
lms,optional,Add Course Assignment,command,POST,/onlinecourse/courseassignment/add-course-assignment,/onlinecourse/courseassignment/add_course_assignment,/onlinecourse/course
lms,optional,Add Evaluation,command,POST,/onlinecourse/courseassignment/add-evaluation,/onlinecourse/courseassignment/add_evaluation,/onlinecourse/course
lms,optional,Evaluation,query,POST,/onlinecourse/courseassignment/evaluation,/onlinecourse/courseassignment/evaluation,/onlinecourse/course
lms,optional,Categoryadd,command,POST,/onlinecourse/coursecategory/categoryadd,/onlinecourse/coursecategory/categoryadd,/onlinecourse/coursecategory/categoryadd
lms,optional,Add Course Exam,command,POST,/onlinecourse/courseexam/add-course-exam,/onlinecourse/courseexam/add_course_exam,/onlinecourse/course
lms,optional,Delete Exam Questions,command,DELETE,/onlinecourse/courseexam/delete-exam-questions,/onlinecourse/courseexam/deleteExamQuestions,/onlinecourse/course
lms,optional,Get Exam Questions,query,GET,/onlinecourse/courseexam/get-exam-questions,/onlinecourse/courseexam/getExamQuestions,/onlinecourse/course
lms,optional,Question Add,command,POST,/onlinecourse/courseexam/question-add,/onlinecourse/courseexam/questionAdd,/onlinecourse/course
lms,optional,Add,command,POST,/onlinecourse/courseexamquestion/add,/onlinecourse/courseexamquestion/add,/onlinecourse/courseexamquestion
lms,optional,Addform,command,POST,/onlinecourse/courseexamquestion/addform,/onlinecourse/courseexamquestion/addform,/onlinecourse/courseexamquestion
lms,optional,Bulkdelete,command,DELETE,/onlinecourse/courseexamquestion/bulkdelete,/onlinecourse/courseexamquestion/bulkdelete,/onlinecourse/courseexamquestion
lms,optional,Editform,command,POST,/onlinecourse/courseexamquestion/editform,/onlinecourse/courseexamquestion/editform,/onlinecourse/courseexamquestion
lms,optional,Get Datatable,query,POST,/onlinecourse/courseexamquestion/get-datatable,/onlinecourse/courseexamquestion/getDatatable,/onlinecourse/courseexamquestion
lms,optional,Getimages,query,GET,/onlinecourse/courseexamquestion/getimages,/onlinecourse/courseexamquestion/getimages,/onlinecourse/courseexamquestion
lms,optional,Questionsearchvalidation,query,GET,/onlinecourse/courseexamquestion/questionsearchvalidation,/onlinecourse/courseexamquestion/questionsearchvalidation,/onlinecourse/courseexamquestion
lms,optional,Search Question,query,GET,/onlinecourse/courseexamquestion/search-question,/onlinecourse/courseexamquestion/search_question,/onlinecourse/course
